text,cmp_code
"and recognizing their efforts already underway, to develop a pan-Canadian cap-and-trade program to stop climate change.",501
"Establishing a true Nation to Nation relationship with Indigenous communities,",301
and closing the education gap for Indigenous youth.,506
Bolstering food and rail safety regulations and enforcement.,403
Investing $454 million to give our veterans the respect and support they deserve.,504
Restoring Canadians' rights by repealing Bill C-51.,201
Ensuring everyone's vote matters by bringing in proportional representation for elections.,202
"Giving the Parliamentary Budget Officer independent authority,",202
and creating a Parliamentary Science Officer.,202
HEALTH AND SENIORS' CARE,NA
"Canadians value the public, accessible, affordable health care system that the NDP first created over 50 years ago.",601
"It's a big part of what defines us as Canadians, and why Canadians chose Tommy Douglas as the Greatest Canadian.",601
"You want to know that your family can access the care they need close to home, and when they need it most.",504
"Over the past 20 years, our health care system has suffered from funding cuts and neglect.",504
"The Paul Martin Liberals slashed transfers to the provinces in the 1990s, forcing hospitals to close beds and fire thousands of nurses and other health care professionals.",305
RENEWING PUBLIC HEALTH CARE IN CANADA,NA
"Under Stephen Harper, the provinces and territories have been left on their own to deal with the major challenges confronting health care, including our aging population, finding a family doctor and the high cost of prescription drugs.",305
"Stephen Harper has refused to step in to protect health care, refusing to meet with the premiers, allowing the health accord to expire, and making reckless unilateral cuts to health transfers that the provinces count on.",305
"Unlike Stephen Harper, we will enforce the principles of the Canada Health Act.",301
We will bring Canada's health care system into the 21st Century by working cooperatively with the provinces and territories to negotiate a new health accord.,301
"New Democrats will put innovation,",411
"patient-centred care,",504
value for money,303
and accountability at the heart of our commitment to health care.,303
"15% of Canadians can't access a family doctor, a number that hasn't improved at all since Harper took office.",305
"To ensure that Canadians can access public health care where and when they need it, the NDP will reverse Stephen Harper's cuts to the Canada Health Transfer.",504
"To provide stability, we will ensure the transfer increases by at least 6% per year.",504
"This will put over $5 billion back into health care in the next four years to address the priorities that provinces and Canadians have identified, including:   Helping five million Canadians get better access to family doctors and primary care teams by building 200 clinics across Canada, including community health clinics and mobile rural clinics.",504
"Providing funding to the provinces and territories to hire over 7,000 doctors, nurse practitioners, nurses and other health professionals.",504
Making prescription drugs more affordable by securing better prices,504
and working with provinces towards universal coverage for all Canadians.,504
"Supporting improved seniors' care by expanding home care to over 41,000 more seniors",504
"and helping provinces build 5,000 more nursing home beds.",504
This is what we can achieve with a federal government that invests in health care and makes it a priority.,504
We will work with the provinces and territories to make concrete improvements to care for Canadians.,301
"But sadly, federal leadership to improve health care has been absent for decades.",301
"This has led to Canadians sacrificing needed services, and paying more for required prescription drugs.",504
Families should never have to choose between the necessities of life and prescription drugs.,504
Those living with cancer should not have to mortgage their homes in order to afford the drugs they need.,504
 Canadians pay 62% more on prescription drugs today than when Stephen Harper took office. » (CIHI," 2015)"""
WORKING TOWARDS UNIVERSAL PUBLIC DRUG COVERAGE,NA
"Some provinces have worked to fill the void created by Conservative neglect of health care, which followed years of Liberal cuts and broken promises.",305
It's time for the federal government to do its part.,301
It's time to take the next long overdue step and expand our universal public health care system to include universal access to prescription drugs.,504
The NDP will help Canadians with the cost of medications by:   Working with the provinces and territories,301
"to develop universal public drug coverage based on the following key principles:   Ensuring every Canadian, regardless of age or health condition, will have access to the medicines they need at little to no cost.",504
Improving public drug coverage in every province.,504
"Reducing prescription drug prices through proven, evidence-based policies,",504
and by leveraging our combined buying power so that together we can bulk purchase and negotiate lower drug prices.,504
"Streamlining the drug review and listing process, reducing duplication and overhead costs for the provincial and federal governments.",303
"To support this partnership, we will dedicate funding over four years to improving provincial-federal capacity for drug reviews,",303
"listing and joint pricing negotiations,",504
and strengthen safety by addressing inappropriate prescribing.,504
TAKING A PREVENTATIVE APPROACH TO HEALTH CARE,NA
"To truly help Canadian families live healthier, happier and more productive lives, the government must do more to promote healthy and active living.",504
And the government needs to take a leadership role in coordinating efforts to deal with chronic illnesses and conditions.,301
"Strategies to deal with illnesses like diabetes, dementia and other major health challenges are a good start but they need to be available for all Canadians, no matter where they live.",504
We will expand these programs,504
and target them to those most at-risk.,504
"By taking a preventative approach to health care, we will ensure better health outcomes.",504
"This will help save money in the long run, which can be reinvested in expanding programs and services to Canadians.",504
The NDP will improve health outcomes in Canada by:   Providing targeted funding to improve urban Indigenous health outcomes.,504
"Expanding the National Diabetes Strategy to improve diabetes prevention, early screening and better chronic disease management in at-risk communities.",504
"Increasing grants for community-based research and other community-based programming, so that local health care innovation can keep Canadian families healthier.",504
"Improving young Canadians' health by investing in programs designed to decrease tobacco use,",504
implementing plain packaging of tobacco products,403
and banning junk food and beverage advertising targeted towards children.,403
"Creating a Mental Health Innovation Fund for Children and Youth to reduce wait times and improve access to care,",504
including additional dedicated funds to preventing youth suicides in high-risk communities.,504
 By age 25, approximately 20% of Canadians will have developed a mental illness. » (Mental Health Commission of Canada
EXPANDING CARE FOR SENIORS,NA
"Too often, seniors face the difficult choice between entering long-term care or making near-constant visits to the doctor and hospital emergency rooms, all the while facing long wait times for care.",706
Access to quality long-term care is crucial.,504
But it's not the choice many seniors would make if they were provided with the support to stay in their homes and communities for longer.,504
"Many family members work hard to care for aging relatives or friends, while being sandwiched between other family and work responsibilities.",504
"That is why the NDP is committed to expanding compassionate care leave for families through the Employment Insurance program, so that families can access the program not just when a loved one faces terminal illness but also in the event of other serious family illness that requires time away from work.",504
"In addition to creating 41,000 home care and 5,000 nursing home spaces for seniors,",504
the NDP will improve care options by:   Developing and funding a National Alzheimer's and Dementia Strategy to address these growing epidemics.,504
"Improving access to palliative and end-of-life care, resources and support.",504
Providing greater support for caregivers by expanding eligibility for the Compassionate Care Benefit.,504
Implementing a National Strategy on Aging that addresses the needs of our aging population.,706
HELPING FAMILIES GET AHEAD,NA
The last 10 years have been difficult for families in Canada.,504
"It's been harder and harder to make ends meet. And no matter how much you try, it seems like you just can't get ahead.",504
Families face choices every day tough choices.,504
What do you need?,504
And how much of it can you afford?,504
New Democrats will take concrete steps to help improve the everyday quality of life for you and your family.,504
CHILDCARE AND FAMILY BENEFITS,NA
The NDP's plan will help Canadian families by creating the first national program for families dealing with the rising cost of childcare.,504
"In fact, this would be the first major new social program in Canada in generations.",504
The Liberals and Conservatives have made childcare promises for decades and failed to deliver.,305
The NDP will get it done by:   Creating and sustaining one million quality childcare spaces at no more than $15 a day.,504
"We will begin immediately to make funding available and work with all provinces and territories to recognize programs already underway, while ensuring Canadian families get the affordable childcare they deserve.",301
"After 30 years of successive, hollow promises by the Liberals and Conservatives, the NDP will deliver affordable, high-quality, accessible childcare for Canadian families.",504
"In Quebec, this means helping the provincial government maintain and improve the existing low-cost, quality childcare program.",301
"Our childcare plan will help make life more affordable for hundreds of thousands of Canadian families every year,",504
create tens of thousands of jobs,410
and boost economic growth across the country.,410
"Tom Mulcair has committed to helping working parents by investing upwards of $500 million annually in dedicated leave for the second parent,",504
"doubling leave for parents of multiples,",504
and closing the loophole that punishes working moms who lose their jobs after taking maternity leave.,504
"With these changes, the NDP will:   Add a dedicated five weeks of leave for the second parent, including leave for same-sex couples and adoptive parents.",504
This will help families spend more time together in the first year of a child's life.,504
Double leave time for parents of multiples.,504
Ensure that parents who are laid off after returning to work from maternity or parental leave will have access to regular EI benefits.,504
MAKING LIFE MORE AFFORDABLE BY PROTECTING CONSUMERS AND SMALL BUSINESSES,NA
Just getting by day-to-day is becoming harder under Stephen Harper.,305
"While Conservative-appointed Senators expense packs of gum, Canadian families are struggling to make it from one pay cheque to the next.",305
The NDP will stand up for Canadians and small businesses to make life more affordable by:   Passing a new Consumer Protection Act.,403
"The NDP has long worked for greater fairness for consumers,",403
"and the new Consumer Protection Act will go even further with legislated protections, including:   Capping ATM fees at a maximum of 50 cents per withdrawal.",403
Ensuring that all Canadians have reasonable access to a no-frills credit card with a fair interest rate no more than 5% over prime.,403
"Cracking down on the exorbitant fees that credit card companies charge to retailers and small business owners, which are passed on to consumers.",403
Ensuring that no bank or federally regulated company is ever able to make you pay-to-pay€ to receive your bills.,403
Taking action against abusive payday lenders,403
in conjunction with provincial governments.,301
Lowering the fees that workers in Canada are forced to pay when sending money to their families abroad.,403
Directing the CRTC to crack down on excessive cell phone roaming charges.,403
"Creating a Gasoline Ombudsperson to investigate complaints about practices in the gasoline market,",403
while strengthening the power of the Competition Bureau to proactively investigate allegations of anti-competitive activity in the gasoline market.,403
BUILDING A MORE INCLUSIVE COUNTRY,NA
Canada starting with its original inhabitants has a proud tradition of welcoming newcomers.,601
What makes our social and economic fabric so strong is our desire and ability to welcome people from all over the world.,601
We are a country where people can come and build a life.,601
"Whether it's Pier 21 in Halifax which welcomed more than one million immigrants between 1928 and 1971, Quebec City during the Irish potato famine or ports of entry elsewhere in Canada, our immigration history is a proud and diverse one.",601
"Our country can do more, and will do more, with the NDP.",705
"To help reunite families and support refugees, the NDP will:   Remove the unfair cap on parent and grandparent sponsorships imposed by the Conservatives.",705
Reduce wait times by increasing resources to reduce the huge backlogs in processing applications.,303
"Put greater priority on family reunification, especially the reunion of children with their parents.",705
"Fully restore the Interim Federal Health Care Program for refugees, as ordered by the Federal Court.",504
Reverse the Conservatives' discriminatory changes to refugee determination,503
and ensure that every refugee claimant receives a fair and unbiased hearing.,503
"Make the visitor visa system more transparent and accountable,",303
including by creating an appeal process.,303
Create an ombudsperson for the Department of Citizenship and Immigration to investigate complaints,303
and monitor human rights.,201
"In consultation with communities, provinces and territories,",301
we will introduce a comprehensive action plan to foster immigration to Francophone minority communities across the country.,607
"Canadians were touched and shocked by the image of a young boy on a beach, as evidence of the magnitude of the Syrian refugee crisis.",705
"Municipalities, provinces and families stepped forward to say they would help.",705
"The Conservatives continued to deny the proportion of the problem, and demonized many of those seeking help as extremists.",305
"The NDP reached out to the government to seek a joint solution that would allow immediate resettlement,",305
"and put forward a plan to:   Resettle 10,000 Syrian refugees in Canada by the end of this year.",107
"Welcome 9,000 Syrian refugees per year starting in 2016.",107
"Create a Syrian Refugee Coordinator to expedite and coordinate the efforts of the government,",303
and eliminate barriers to speedy resettlement.,303
"For those who have immigrated to Canada and want to leverage their skills and background to benefit their chosen country, their community and their families, the challenge is often having their abilities fairly recognized.",705
"Too many foreign-trained professionals are forced to work in part-time, precarious jobs, instead of putting their skills to good use in Canada.",705
The NDP will change this by:   Restoring $30 million for the Foreign Credential Recognition Program.,411
Offering grants to professional bodies to develop harmonized standards for credential recognition with a single point of contact.,411
Reaching out to potential immigrants seeking employment by holding more orientation sessions.,705
ENSURING TAX FAIRNESS,NA
"While families have been hit hard by the failed economic plan of the Conservatives, the wealthy and well-connected have flourished.",305
The interest of middle-class families need to start coming first.,704
"The NDP plan will restore balance and fairness to the Canadian tax system by:   Rolling back Conservative tax measures that benefit the wealthy, not middle-class families.",503
The NDP will crack down on those who actively seek to avoid or cheat on their taxes.,503
"The NDP will roll back the expansion of income splitting,",503
while protecting seniors' ability to split their pension income.,503
The doubling of tax-free savings accounts proposed by the Conservatives in 2015 will also be reversed.,503
Redirecting the CEO stock option tax break into poverty elimination.,503
"The NDP will close the loopholes that allow CEOs to pay lower tax on their stock options over 90% of of the value goes to those who make over $250,000 per year.",503
The NDP will redirect the $500 million in savings from ending this unfair tax break into supports to combat poverty and help the working poor.,504
"This commitment will address situations where options are used primarily to avoid paying income tax, and will not impact options granted by early stage companies.",504
"Cracking down on tax avoidance, tax evasion and the use of offshore tax havens.",605
"The NDP will create a task force within government, including the Department of Justice and Canada Revenue Agency, to crack down on tax cheats.",605
We will proceed with concrete steps to limit tax evasion and avoidance by passing legislation that will require corporations to demonstrate that a transaction has an economic purpose beyond reducing the amount of tax owed.,605
We will also strengthen rules around transfer pricing.,605
Asking profitable corporations to pay a little bit more to ensure we can deliver the programs and services Canadians need.,412
"The corporate tax rate will increase from 15 to 17% on January 1, 2016, keeping the combined federal/provincial rate well below the United States, and below the G7 average.",412
JOBS AND INFRASTRUCTURE,NA
The lost decade since Stephen Harper's election hasn't been an easy one for middle-class families worried about their job security.,305
"Under his watch, Canada has had the worst job creation record since the Second World War and the worst economic growth record since the Great Depression.",305
"400,000 manufacturing jobs have vanished.",305
"Today, there are nearly 300,000 more out-of-work Canadians than before the last recession.",305
"Canada has fallen from 18th position to 25th out of 41 countries for the total business investments in innovation as a proportion of our GDP, between 2006 and 2011.",305
Gridlock is costing urban centres like Toronto an estimated $6 billion a year in lost opportunities and productivity.,411
KICK-STARTING THE ECONOMY,NA
Stephen Harper's plan isn't working.,305
"The Conservatives have spent tens of billions on tax cuts for Canada's wealthiest corporations,",305
"gutted Canada's environmental laws,",305
"and put all of their efforts into the oil and gas sector at the expense of a diversified, balanced economy.",305
Tom Mulcair's plan targets support where it is most effective for small businesses and for companies that are reinvesting to create jobs here in Canada.,410
REDUCING TAXES FOR SMALL BUSINESS,NA
"The NDP plan will kick-start the economy and create good jobs by supporting Canada's real job creators, small businesses.",410
Our plan will make this happen by:   Cutting taxes for small businesses.,402
We will cut taxes for small businesses from 11 to 9% over two years.,402
Helping small businesses access foreign markets.,407
We will simplify access to government export services to make it easier for small businesses to break into foreign markets.,407
PROMOTING INVESTMENT IN THE MANUFACTURING SECTOR AND INNOVATION,NA
The NDP plan will kick-start the economy by:   Ensuring foreign investment and trade deals support canadian jobs.,403
The NDP will strengthen the Investment Canada Act to protect Canadian jobs and ensure international trade deals provide a net benefit for middle-class Canadian families.,403
Focusing on growth in the manufacturing sector,410
and championing canadian companies abroad.,407
We will cut taxes for manufacturing firms investing in Canada by extending the Accelerated Capital Cost Allowance to improve economic growth and help the manufacturing sector take advantage of export opportunities.,402
"Creating icanada, a one-stop shop inside the federal government to help investors turn their plans for canadian investment into reality.",402
The NDP will work with the provinces and territories,301
"to create iCanada, whose sole task will be to make it easier for investors to turn their plans for Canadian investment from blueprint to reality.",402
"iCanada will help investors access the financial incentives, government support programs and expertise they need to expand manufacturing production in Canada.",402
Supporting a culture of innovation among canada's leading businesses.,402
"The NDP will introduce a new Innovation Tax Credit to support companies that invest in capital, equipment and property for R&D,",402
"restore the tax credit for Labour Sponsored Venture Capital corporations,",402
"and make it easier for businesses to access government support for innovation, talent and R&D as recommended by the Jenkins Report.",402
The NDP will also offer targeted support for key sectors.,402
"We will protect good, middle class jobs in the automotive sector by:   Improving financial incentives for automakers and parts suppliers.",402
We will fix the Automotive Innovation Fund by making contributions to automakers tax free to help secure next generation production capacity.,402
We will also double funds for the Automotive Supplier Innovation Program over the course of our first mandate.,402
Securing and maintaining production capacity.,410
"Export Development Canada, in a manner consistent with its arms-length commercial status, will be given a stronger mandate to recruit and retain investment in automotive plants and export-focused manufacturing here in Canada.",402
Developing a national automotive strategy.,410
"Working with Canada's automotive advisor, we will convene an automotive summit with provincial, municipal, business and labour leaders to develop a consensus on a National Automotive Strategy.",403
"Supporting industry-university partnerships.   Through the support of university and industry partnerships that foster innovation in the auto sector, we will help Canada stay on the cutting edge.",411
"The NDP will immediately renew funding for the University of Windsor's Auto21 Network of Centres of Excellence, including partner institutions like the University of Waterloo's Waterloo Centre for Automotive Research and the University of Ontario Institute of Technology's Automotive Centre of Excellence (ACE).",411
We will also take concrete steps to ensure the long-term competitiveness of the aerospace sector by:   Supporting small and medium-sized aerospace companies to grow and innovate.,402
"The NDP will create a new Aerospace Advanced Manufacturing Fund for small and medium-sized aerospace companies to help companies adopt new technologies, and scale-up production to compete globally.",402
"Delivering stable, long-term funding to build capacity in our supply chain.   We will also help build a world-class aerospace supply chain modeled on Aro Montral's highly successful MACH program by dedicating a portion of current Strategic Aerospace and Defence Initiative funding to provide stable, multi-year funding for the pan-Canadian aerospace supplier initiative.",402
Reinvesting in the canadian space agency.,402
"After years of Conservative neglect, we will invest in the Canadian Space Agency's Space Technology Development Program to help Canadian space companies commercialize new technologies.",402
SUPPORTING A DIVERSE RURAL ECONOMY,NA
Canada's economy needs a government that is not simply focused on the success of one industry or sector.,410
"Stephen Harper put all his economic eggs in one basket, and then dropped the basket.",305
Natural resources are a keystone of the Canadian economy and will continue to be long into the future.,410
Diversifying the areas of economic development and growth will make our economy more resilient and ensure market access for our natural resource products and outputs.,410
The NDP will diversify our economic landscape by:   Ensuring canada's natural resources are used sustainably to create good value-added jobs.,416
It's time to make strategic investments to provide infrastructure for mining projects like committing $1 billion in federal support for the Ring of Fire in Northern Ontario.,411
The NDP will also extend the Mining Exploration Tax Credit,402
"and support forestry, manufacturing, innovation and the promotion of value-added Canadian wood products.",402
Investing in regional economic development.,410
The NDP will invest in regional economic development agencies to provide a broad range of targeted economic supports for regions going through difficult economic transitions.,410
"We will also expand support for rural broadband across Canada, ensuring that the next generation of high-speed Internet is available to Canadians and Canadian companies.",411
Positioning canadian companies as leaders in growing market sectors.,410
"The NDP will help Canada's tourism industry recapture the American tourist market by boosting support for Destination Canada,",402
and we will introduce a Microbrewery Tax Credit to help Canada's craft brewers thrive.,402
Giving family farms the tools they need to remain the backbone of our rural economy.,703
"The NDP will protect supply management,",703
"and ensure business risk management programs adequately protect and stabilize farm family incomes,",703
"introduce a payment protection program for produce growers,",703
and support young farmers with enhanced skills training and mentorship.,703
We will also boost international confidence in our food manufacturing and processing by investing in the Canadian Food Inspection Agency.,703
BUILDING AFFORDABLE AND EFFICIENT HOUSING,NA
"The volatility of energy markets and oil prices have affected all Canadians from the pumps, to their jobs, to the cost of heating their homes.",504
Families should never have to make the choice between paying the rent and buying groceries.,504
The NDP recognizes that access to affordable housing and the ability to afford to heat and maintain your home is essential for all Canadians.,504
"Our plan will invest in green and affordable housing by:   Introducing a green home energy program to help retrofit at least 50,000 homes and apartment buildings.",501
"Through an initial investment of $200 million over four years, this initiative will help make homes and apartment buildings more efficient,",501
"which will lower energy bills,",501
create thousands of jobs,410
and reduce greenhouse gas emissions.,501
Restoring and reinvesting in affordable housing programs abandoned by liberal and conservative governments.,504
"Bringing in legislation to protect the improvements in affordable housing that will ensure safe, adequate, accessible and affordable housing for Canadians safe from future Liberal and Conservative governments.",504
"A National Housing Strategy will include the restoration of federal government investments dedicated to social housing and co-ops,",504
"reinvestment of funding from expiring agreements back into operating agreements,",504
"repairs and the construction of new units,",504
and a boost in funding for homelessness initiatives.,504
This legislation will also mandate that the redevelopment of federal lands include affordable housing and housing cooperatives.,504
"Providing incentives to build 10,000 new afforsable and market rental housing units.",504
"The federal government eliminated its role in social and affordable housing under the Paul Martin Liberal cuts of the 1990s, creating the affordable housing crisis we are experiencing today.",305
"We will mandate the Canada Mortgage and Housing Corporation to provide grants and loans to construct at least 10,000 affordable and market rental units with any revenues to be reinvested back into rental housing supports.",504
This is a concrete step towards solving the crisis.,504
STANDING UP FOR WORKERS,NA
"Stephen Harper has not only presided over a massive reduction in manufacturing jobs and capacity, he has also actively attacked workers and those who seek to represent them.",305
"Not only has he attacked workers' unions and professional associations, but the Conservatives have undermined Canadian health and safety laws.",305
The government has many roles to play in ensuring workers are treated fairly and are working safely.,701
"For example, as a significant employer across Canada, the government has a duty to ensure that civil servants and federal contractors are paid the wages they have earned in a timely manner.",701
The NDP will stand up for workers in federal jurisdiction by:   Reinstating the federal minimum wage,412
and raising it to $15 an hour.,412
"The NDP will restore the federal minimum wage, which the Liberal Party of Canada eliminated in 1996,",412
and raise it to $15 an hour.,412
Reintroducing the fair wages and hours of labour act.,701
"Abolished by the Conservatives, this law ensured that tradespeople working on federal contracts received fair compensation.",701
"Immediately repealing bills c-377, c-525 and other conservative anti-union legislation.",701
These Conservative laws make it more difficult for workers to join a union,701
and impose millions of dollars in red tape on unions and professional associations.,701
Introducing legislation to ban the use of replacement workers in labour disputes.,701
"The use of replacement workers makes lockouts and strikes more disruptive to the economy, firms and workers.",701
"To stay competitive, many companies have begun to use temporary foreign workers to help meet their need for employees.",701
"In any circumstances where the use of temporary foreign workers is absolutely necessary and sanctioned by the Government of Canada, the rules need to be clear and the outcomes understood.",701
"In order to ensure all workers are treated fairly, the NDP will:   Immediately reform canada's temporary foreign worker program.",701
The NDP will mandate an independent review of the program to make a determination on whether the program is meeting its goals,701
and to put an end to any and all abuses of the program as part of the reforms.,701
"These changes will ensure that all TFWs, current and future, will have the ability to access a path to citizenship.",701
ENSURING FAIRNESS IN EMPLOYMENT INSURANCE,NA
The nature of work has changed and it's harder for young Canadians to find a solid footing in the job market.,706
"Instead of raiding the Employment Insurance (EI) fund like the Liberals who raided $54 billion and the Conservatives,",305
the NDP will help young people get a strong start by making EI eligibility fairer,504
and by investing in training that will help workers improve their skills and get better jobs.,411
An NDP government will hold EI premiums steady for four years,402
"and invest in expanded training and benefits for young Canadians, precarious workers, workers in seasonal industries and new parents.",411
Tom Mulcair's plan to make EI sustainable and reliable will:   Scrap Stephen Harper's unfair EI changes that force workers to accept any job at 70% of their previous salary.,701
Set a fair qualifying period of 360 hours that will ensure EI is available for Canadians paying into it.,701
Support regional economies and workers in seasonal industries by providing a maximum of five extra weeks of benefits in regions where unemployment is high and work is hard to come by.,504
Provide a fairer EI benefit for Canadians with uneven work hours by calculating all EI benefits on the best 12 weeks of pay.,701
Protect EI premiums so they provide benefits to Canadians and are not used as the government's piggy bank.,701
"Create over 90,000 training and work transition opportunities.",411
"Help working moms and dads with expanded parental benefits,",504
and help those with relatives suffering from serious illness access improved compassionate care benefits.,504
Make eligibility rules fairer in recognition of the changing nature of work.,701
Stephen Harper's plan isn't working.,305
"He has slashed EI benefits,",305
continued the Liberal raid on the EI fund,305
and made it much harder for Canadians to access the fund,305
"Today, fewer Canadians than ever qualify for benefits,",305
and cuts to Service Canada mean that people who have followed all the rules are forced to wait weeks before receiving benefits for which they have paid.,305
Paul Martin launched the Liberals' cuts to Employment Insurance benefits in the 1990s,305
and raided more than $54 billion from the EI Fund.,305
Justin Trudeau says that was the right decision.€,305
BUILDING NEEDED INFRASTRUCTURE,NA
"After decades of Liberal and Conservative downloading and neglect, Canada needs a Prime Minister who understands the benefits of long-term and sustainable investment in our municipalities.",411
Stephen Harper's lost decade has left communities with inadequate funding and complicated red tape that delays construction.,305
"The NDP's plan will provide municipal partners with significant, stable, predictable federal funding to support their infrastructure and public transit needs over the next 20 years",411
and close Canada's infrastructure deficit.,411
"Tom Mulcair knows that quality infrastructure supports businesses, improves productivity and keeps our cities moving, and that by boosting transit there will be thousands of fewer vehicles on the road.",411
The NDP's long-term infrastructure plan will:   Invest in transit to reduce gridlock,411
and give commuters the reliable options they need.,411
Our Better Transit Plan will reduce gridlock and commute times across Canada by investing in a 20 year plan to support municipal needs.,411
Funding will reach $1.3 billion annually by the end of the NDP's first mandate.,411
Increase direct transfers to municipalities,301
"to build and repair roads, bridges, water infrastructure and transit.",411
"With an additional $1.5 billion annually by the end of the NDP's first mandate, municipalities and communities will be able to make needed investments in their infrastructure priorities to keep our communities moving.",411
Invest in national infrastructure priorities to grow the economy.,411
